1740413442.675987 server started (72401): version 3.4, socket /private/tmp/tmux-502/default, protocol 8
1740413442.676022 on Darwin 23.6.0 Darwin Kernel Version 23.6.0: Mon Jul 29 21:14:04 PDT 2024; root:xnu-10063.141.2~1/RELEASE_ARM64_T8122
1740413442.676029 using libevent 2.1.12-stable select
1740413442.676038 using utf8proc 2.9.0
1740413442.676044 using ncurses 6.5 20240427
1740413442.713865 cmd_parse_build_commands 0:3 0:2 0:1: -X
1740413442.713867 cmd_parse_build_commands 0:3 0:2 0:2: goto-line
1740413442.713869 cmd_parse_build_commands 0:3 0:2 0:3: %%
1740413442.713872 cmd_parse_build_commands 0:0: command-prompt
1740413442.713874 cmd_parse_build_commands 0:1: -p(goto line)
1740413442.713877 cmd_parse_build_commands 0:2 0:0: send
1740413442.713879 cmd_parse_build_commands 0:2 0:1: -X
1740413442.713881 cmd_parse_build_commands 0:2 0:2: goto-line
1740413442.713883 cmd_parse_build_commands 0:2 0:3: %%
1740413442.713886 cmd_parse_build_commands 0:0: send
1740413442.713888 cmd_parse_build_commands 0:1: -X
1740413442.713890 cmd_parse_build_commands 0:2: goto-line
1740413442.713892 cmd_parse_build_commands 0:3: %%
1740413442.713895 args_parse_flags: next -X
1740413442.713897 args_parse_flags: -X
1740413442.713899 args_parse_flags: next goto-line
1740413442.713901 args_parse: flags end at 2 of 4
1740413442.713904 args_parse: 2 = goto-line (type STRING)
1740413442.713906 args_parse: 3 = %% (type STRING)
1740413442.713911 cmd_parse_build_commands: send-keys -X goto-line "%%"
1740413442.713913 args_parse_flags: next -p(goto line)
1740413442.713915 args_parse_flag_argument: -p = (goto line)
1740413442.713917 args_parse: flags end at 2 of 3
1740413442.713922 args_parse: 2 = send-keys -X goto-line "%%" (type COMMANDS)
1740413442.713928 cmd_parse_build_commands: command-prompt -p "(goto line)" { send-keys -X goto-line "%%" }
1740413442.713930 args_parse_flags: next -Tcopy-mode-vi
1740413442.713933 args_parse_flag_argument: -T = copy-mode-vi
1740413442.713935 args_parse_flags: next :
1740413442.713937 args_parse: flags end at 2 of 4
1740413442.713939 args_parse: 2 = : (type STRING)
1740413442.713945 args_parse: 3 = command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } (type COMMANDS)
1740413442.713954 cmd_parse_build_commands: bind-key -T copy-mode-vi : { command-prompt -p "(goto line)" { send-keys -X goto-line "%%" } }
1740413442.713958 cmdq_get_command: [bind-key/0x144e4abd0] group 2200
1740413442.713963 cmdq_append <global>: [bind-key/0x144e4abd0]
1740413442.713965 yylex_token: end at WS
1740413442.713968 yylex_token: bind
1740413442.713970 yylex_token: end at WS
1740413442.713972 yylex_token: -Tcopy-mode-vi
1740413442.713974 yylex_token: end at WS
1740413442.713976 yylex_token: ;
1740413442.713979 yylex_token: end at WS
1740413442.713981 yylex_token: send
1740413442.713983 yylex_token: end at WS
1740413442.713985 yylex_token: -X
1740413442.713987 yylex_token: end at WS
1740413442.713989 yylex_token: jump-again
1740413442.713992 cmd_parse_build_commands 0:0: bind
1740413442.713994 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.713996 cmd_parse_build_commands 0:2: ;
1740413442.713999 cmd_parse_build_commands 0:3 0:0: send
1740413442.714001 cmd_parse_build_commands 0:3 0:1: -X
1740413442.714003 cmd_parse_build_commands 0:3 0:2: jump-again
1740413442.714006 cmd_parse_build_commands 0:0: send
1740413442.714008 cmd_parse_build_commands 0:1: -X
1740413442.714010 cmd_parse_build_commands 0:2: jump-again
1740413442.714013 args_parse_flags: next -X
1740413442.714015 args_parse_flags: -X
1740413442.714017 args_parse_flags: next jump-again
1740413442.714019 args_parse: flags end at 2 of 3
1740413442.714021 args_parse: 2 = jump-again (type STRING)
1740413442.714025 cmd_parse_build_commands: send-keys -X jump-again
1740413442.714027 args_parse_flags: next -Tcopy-mode-vi
1740413442.714029 args_parse_flag_argument: -T = copy-mode-vi
1740413442.714031 args_parse_flags: next ;
1740413442.714034 args_parse: flags end at 2 of 4
1740413442.714036 args_parse: 2 = ; (type STRING)
1740413442.714039 args_parse: 3 = send-keys -X jump-again (type COMMANDS)
1740413442.714046 cmd_parse_build_commands: bind-key -T copy-mode-vi \\; { send-keys -X jump-again }
1740413442.714049 cmdq_get_command: [bind-key/0x144e4afa0] group 2212
1740413442.714051 cmdq_append <global>: [bind-key/0x144e4afa0]
1740413442.714054 yylex_token: end at WS
1740413442.714056 yylex_token: bind
1740413442.714058 yylex_token: end at WS
1740413442.714060 yylex_token: -Tcopy-mode-vi
1740413442.714063 yylex_token: end at WS
1740413442.714065 yylex_token: ?
1740413442.714067 yylex_token: end at WS
1740413442.714069 yylex_token: command-prompt
1740413442.714071 yylex_token: end at WS
1740413442.714073 yylex_token: -T
1740413442.714075 yylex_token: end at WS
1740413442.714077 yylex_token: search
1740413442.714080 yylex_token: end at WS
1740413442.714082 yylex_token: -p(search up)
1740413442.714084 yylex_token: end at WS
1740413442.714086 yylex_token: send
1740413442.714088 yylex_token: end at WS
1740413442.714090 yylex_token: -X
1740413442.714093 yylex_token: end at WS
1740413442.714095 yylex_token: search-backward
1740413442.714097 yylex_token: end at WS
1740413442.714099 yylex_token: %%
1740413442.714102 cmd_parse_build_commands 0:0: bind
1740413442.714104 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.714106 cmd_parse_build_commands 0:2: ?
1740413442.714108 cmd_parse_build_commands 0:3 0:0: command-prompt
1740413442.714110 cmd_parse_build_commands 0:3 0:1: -T
1740413442.714112 cmd_parse_build_commands 0:3 0:2: search
1740413442.714115 cmd_parse_build_commands 0:3 0:3: -p(search up)
1740413442.714117 cmd_parse_build_commands 0:3 0:4 0:0: send
1740413442.714119 cmd_parse_build_commands 0:3 0:4 0:1: -X
1740413442.714121 cmd_parse_build_commands 0:3 0:4 0:2: search-backward
1740413442.714123 cmd_parse_build_commands 0:3 0:4 0:3: %%
1740413442.714126 cmd_parse_build_commands 0:0: command-prompt
1740413442.714129 cmd_parse_build_commands 0:1: -T
1740413442.714131 cmd_parse_build_commands 0:2: search
1740413442.714133 cmd_parse_build_commands 0:3: -p(search up)
1740413442.714135 cmd_parse_build_commands 0:4 0:0: send
1740413442.714137 cmd_parse_build_commands 0:4 0:1: -X
1740413442.714139 cmd_parse_build_commands 0:4 0:2: search-backward
1740413442.714142 cmd_parse_build_commands 0:4 0:3: %%
1740413442.714145 cmd_parse_build_commands 0:0: send
1740413442.714147 cmd_parse_build_commands 0:1: -X
1740413442.714149 cmd_parse_build_commands 0:2: search-backward
1740413442.714154 cmd_parse_build_commands 0:3: %%
1740413442.714157 args_parse_flags: next -X
1740413442.714160 args_parse_flags: -X
1740413442.714162 args_parse_flags: next search-backward
1740413442.714164 args_parse: flags end at 2 of 4
1740413442.714166 args_parse: 2 = search-backward (type STRING)
1740413442.714168 args_parse: 3 = %% (type STRING)
1740413442.714173 cmd_parse_build_commands: send-keys -X search-backward "%%"
1740413442.714176 args_parse_flags: next -T
1740413442.714178 args_parse_flag_argument: -T = search
1740413442.714180 args_parse_flags: next -p(search up)
1740413442.714182 args_parse_flag_argument: -p = (search up)
1740413442.714185 args_parse: flags end at 4 of 5
1740413442.714189 args_parse: 4 = send-keys -X search-backward "%%" (type COMMANDS)
1740413442.714196 cmd_parse_build_commands: command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" }
1740413442.714198 args_parse_flags: next -Tcopy-mode-vi
1740413442.714201 args_parse_flag_argument: -T = copy-mode-vi
1740413442.714203 args_parse_flags: next ?
1740413442.714205 args_parse: flags end at 2 of 4
1740413442.714207 args_parse: 2 = ? (type STRING)
1740413442.714214 args_parse: 3 = command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" } (type COMMANDS)
1740413442.714224 cmd_parse_build_commands: bind-key -T copy-mode-vi ? { command-prompt -T search -p "(search up)" { send-keys -X search-backward "%%" } }
1740413442.714228 cmdq_get_command: [bind-key/0x144e4b720] group 2220
1740413442.714230 cmdq_append <global>: [bind-key/0x144e4b720]
1740413442.714233 yylex_token: end at WS
1740413442.714235 yylex_token: bind
1740413442.714237 yylex_token: end at WS
1740413442.714239 yylex_token: -Tcopy-mode-vi
1740413442.714242 yylex_token: end at WS
1740413442.714244 yylex_token: A
1740413442.714246 yylex_token: end at WS
1740413442.714248 yylex_token: send
1740413442.714250 yylex_token: end at WS
1740413442.714252 yylex_token: -X
1740413442.714255 yylex_token: end at WS
1740413442.714257 yylex_token: append-selection-and-cancel
1740413442.714260 cmd_parse_build_commands 0:0: bind
1740413442.714262 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.714264 cmd_parse_build_commands 0:2: A
1740413442.714266 cmd_parse_build_commands 0:3 0:0: send
1740413442.714268 cmd_parse_build_commands 0:3 0:1: -X
1740413442.714271 cmd_parse_build_commands 0:3 0:2: append-selection-and-cancel
1740413442.714273 cmd_parse_build_commands 0:0: send
1740413442.714275 cmd_parse_build_commands 0:1: -X
1740413442.714278 cmd_parse_build_commands 0:2: append-selection-and-cancel
1740413442.714281 args_parse_flags: next -X
1740413442.714283 args_parse_flags: -X
1740413442.714285 args_parse_flags: next append-selection-and-cancel
1740413442.714287 args_parse: flags end at 2 of 3
1740413442.714290 args_parse: 2 = append-selection-and-cancel (type STRING)
1740413442.714294 cmd_parse_build_commands: send-keys -X append-selection-and-cancel
1740413442.714296 args_parse_flags: next -Tcopy-mode-vi
1740413442.714298 args_parse_flag_argument: -T = copy-mode-vi
1740413442.714301 args_parse_flags: next A
1740413442.714303 args_parse: flags end at 2 of 4
1740413442.714305 args_parse: 2 = A (type STRING)
1740413442.714309 args_parse: 3 = send-keys -X append-selection-and-cancel (type COMMANDS)
1740413442.714316 cmd_parse_build_commands: bind-key -T copy-mode-vi A { send-keys -X append-selection-and-cancel }
1740413442.714319 cmdq_get_command: [bind-key/0x144e4b920] group 2232
1740413442.714321 cmdq_append <global>: [bind-key/0x144e4b920]
1740413442.714324 yylex_token: end at WS
1740413442.714326 yylex_token: bind
1740413442.714328 yylex_token: end at WS
1740413442.714330 yylex_token: -Tcopy-mode-vi
1740413442.714332 yylex_token: end at WS
1740413442.714334 yylex_token: B
1740413442.714337 yylex_token: end at WS
1740413442.714339 yylex_token: send
1740413442.714341 yylex_token: end at WS
1740413442.714343 yylex_token: -X
1740413442.714345 yylex_token: end at WS
1740413442.714348 yylex_token: previous-space
1740413442.714350 cmd_parse_build_commands 0:0: bind
1740413442.714357 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.714359 cmd_parse_build_commands 0:2: B
1740413442.714361 cmd_parse_build_commands 0:3 0:0: send
1740413442.714363 cmd_parse_build_commands 0:3 0:1: -X
1740413442.714365 cmd_parse_build_commands 0:3 0:2: previous-space
1740413442.714368 cmd_parse_build_commands 0:0: send
1740413442.714370 cmd_parse_build_commands 0:1: -X
1740413442.714372 cmd_parse_build_commands 0:2: previous-space
1740413442.714375 args_parse_flags: next -X
1740413442.714377 args_parse_flags: -X
1740413442.714380 args_parse_flags: next previous-space
1740413442.714382 args_parse: flags end at 2 of 3
1740413442.714384 args_parse: 2 = previous-space (type STRING)
1740413442.714388 cmd_parse_build_commands: send-keys -X previous-space
1740413442.714390 args_parse_flags: next -Tcopy-mode-vi
1740413442.714392 args_parse_flag_argument: -T = copy-mode-vi
1740413442.714394 args_parse_flags: next B
1740413442.714396 args_parse: flags end at 2 of 4
1740413442.714399 args_parse: 2 = B (type STRING)
1740413442.714403 args_parse: 3 = send-keys -X previous-space (type COMMANDS)
1740413442.714411 cmd_parse_build_commands: bind-key -T copy-mode-vi B { send-keys -X previous-space }
1740413442.714414 cmdq_get_command: [bind-key/0x144e4be20] group 2240
1740413442.714417 cmdq_append <global>: [bind-key/0x144e4be20]
1740413442.714419 yylex_token: end at WS
1740413442.714421 yylex_token: bind
1740413442.714424 yylex_token: end at WS
1740413442.714426 yylex_token: -Tcopy-mode-vi
1740413442.714428 yylex_token: end at WS
1740413442.714430 yylex_token: D
1740413442.714432 yylex_token: end at WS
1740413442.714434 yylex_token: send
1740413442.714436 yylex_token: end at WS
1740413442.714438 yylex_token: -X
1740413442.714442 yylex_token: end at WS
1740413442.714444 yylex_token: copy-pipe-end-of-line-and-cancel
1740413442.714446 cmd_parse_build_commands 0:0: bind
1740413442.714449 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.714451 cmd_parse_build_commands 0:2: D
1740413442.714453 cmd_parse_build_commands 0:3 0:0: send
1740413442.714455 cmd_parse_build_commands 0:3 0:1: -X
1740413442.714457 cmd_parse_build_commands 0:3 0:2: copy-pipe-end-of-line-and-cancel
1740413442.714460 cmd_parse_build_commands 0:0: send
1740413442.714462 cmd_parse_build_commands 0:1: -X
1740413442.714465 cmd_parse_build_commands 0:2: copy-pipe-end-of-line-and-cancel
1740413442.714468 args_parse_flags: next -X
1740413442.714470 args_parse_flags: -X
1740413442.714472 args_parse_flags: next copy-pipe-end-of-line-and-cancel
1740413442.714474 args_parse: flags end at 2 of 3
1740413442.714476 args_parse: 2 = copy-pipe-end-of-line-and-cancel (type STRING)
1740413442.714481 cmd_parse_build_commands: send-keys -X copy-pipe-end-of-line-and-cancel
1740413442.714483 args_parse_flags: next -Tcopy-mode-vi
1740413442.714486 args_parse_flag_argument: -T = copy-mode-vi
1740413442.714488 args_parse_flags: next D
1740413442.714490 args_parse: flags end at 2 of 4
1740413442.714492 args_parse: 2 = D (type STRING)
1740413442.714496 args_parse: 3 = send-keys -X copy-pipe-end-of-line-and-cancel (type COMMANDS)
1740413442.714503 cmd_parse_build_commands: bind-key -T copy-mode-vi D { send-keys -X copy-pipe-end-of-line-and-cancel }
1740413442.714506 cmdq_get_command: [bind-key/0x144e4c0f0] group 2248
1740413442.714508 cmdq_append <global>: [bind-key/0x144e4c0f0]
1740413442.714511 yylex_token: end at WS
1740413442.714513 yylex_token: bind
1740413442.714515 yylex_token: end at WS
1740413442.714517 yylex_token: -Tcopy-mode-vi
1740413442.714520 yylex_token: end at WS
1740413442.714522 yylex_token: E
1740413442.714524 yylex_token: end at WS
1740413442.714526 yylex_token: send
1740413442.714528 yylex_token: end at WS
1740413442.714530 yylex_token: -X
1740413442.714532 yylex_token: end at WS
1740413442.714534 yylex_token: next-space-end
1740413442.714537 cmd_parse_build_commands 0:0: bind
1740413442.714539 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.714541 cmd_parse_build_commands 0:2: E
1740413442.714544 cmd_parse_build_commands 0:3 0:0: send
1740413442.714549 cmd_parse_build_commands 0:3 0:1: -X
1740413442.714551 cmd_parse_build_commands 0:3 0:2: next-space-end
1740413442.714554 cmd_parse_build_commands 0:0: send
1740413442.714556 cmd_parse_build_commands 0:1: -X
1740413442.714558 cmd_parse_build_commands 0:2: next-space-end
1740413442.714561 args_parse_flags: next -X
1740413442.714563 args_parse_flags: -X
1740413442.714565 args_parse_flags: next next-space-end
1740413442.714568 args_parse: flags end at 2 of 3
1740413442.714570 args_parse: 2 = next-space-end (type STRING)
1740413442.714574 cmd_parse_build_commands: send-keys -X next-space-end
1740413442.714576 args_parse_flags: next -Tcopy-mode-vi
1740413442.714578 args_parse_flag_argument: -T = copy-mode-vi
1740413442.714580 args_parse_flags: next E
1740413442.714582 args_parse: flags end at 2 of 4
1740413442.714584 args_parse: 2 = E (type STRING)
1740413442.714588 args_parse: 3 = send-keys -X next-space-end (type COMMANDS)
1740413442.714595 cmd_parse_build_commands: bind-key -T copy-mode-vi E { send-keys -X next-space-end }
1740413442.714598 cmdq_get_command: [bind-key/0x144e4c4b0] group 2256
1740413442.714600 cmdq_append <global>: [bind-key/0x144e4c4b0]
1740413442.714603 yylex_token: end at WS
1740413442.714605 yylex_token: bind
1740413442.714607 yylex_token: end at WS
1740413442.714609 yylex_token: -Tcopy-mode-vi
1740413442.714612 yylex_token: end at WS
1740413442.714614 yylex_token: F
1740413442.714616 yylex_token: end at WS
1740413442.714618 yylex_token: command-prompt
1740413442.714621 yylex_token: end at WS
1740413442.714623 yylex_token: -1p(jump backward)
1740413442.714625 yylex_token: end at WS
1740413442.714627 yylex_token: send
1740413442.714629 yylex_token: end at WS
1740413442.714631 yylex_token: -X
1740413442.714634 yylex_token: end at WS
1740413442.714636 yylex_token: jump-backward
1740413442.714638 yylex_token: end at WS
1740413442.714640 yylex_token: %%
1740413442.714643 cmd_parse_build_commands 0:0: bind
1740413442.714645 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1740413442.714647 cmd_parse_build_commands 0:2: F
1740413442.714650 cmd_parse_build_commands 0:3 0:0: command-prompt
1740413442.714652 cmd_parse_build_commands 0:3 0:1: -1p(jump backward)
1740413442.714654 cmd_parse_build_commands 0:3 0:2 0:0: send
1740413442.714656 cmd_parse_build_commands 0:3 0:2 0:1: -X
1740413442.714659 cmd_parse_build_commands 0:3 0:2 0:2: jump-backward
1740413442.714661 cmd_parse_build_commands 0:3 0:2 0:3: %%
1740413442.714664 cmd_parse_build_commands 0:0: command-prompt
1740413442.714666 cmd_parse_build_commands 0:1: -1p(jump backward)
1740413442.714668 cmd_parse_build_commands 0:2 0:0: send
1740413442.714670 cmd_parse_build_commands 0:2 0:1: -X
1740413442.714673 cmd_parse_build_commands 0:2 0:2: jump-backward
1740413442.714675 cmd_parse_build_commands 0:2 0:3: %%
1740413442.714678 cmd_parse_build_commands 0:0: send
1740413442.714680 cmd_parse_build_commands 0:1: -X
1740413442.714682 cmd_parse_build_commands 0:2: jump-backward
1740413442.714684 cmd_parse_build_commands 0:3: %%
1740413442.714687 args_parse_flags: next -X
1740413442.714689 args_parse_flags: -X
1740413442.714691 args_parse_flags: next jump-backward
1740413442.714693 args_parse: flags end at 2 of 4
1740413442.714696 args_parse: 2 = jump-backward (type STRING)
1740413442.714698 args_parse: 3 = %% (type STRING)
1740413442.714703 cmd_parse_build_commands: send-keys -X jump-backward "%%"
1740413442.714705 args_parse_flags: next -1p(jump backward)
1740413442.714707 args_parse_flags: -1
1740413442.714709 args_parse_flag_argument: -p = (jump backward)
1740413442.714712 args_parse: flags end at 2 of 3
1740413442.714716 args_parse: 2 = send-keys -X jump-backward "%%" (type COMMANDS)
1740413442.714723 cmd_parse_build_commands: command-prompt -1 -p "(jump backward)" { send-keys -X jump-backward "%%" }
